cluster_kmedoids,ingresos_totales,ticket_promedio,cantidad_total,cantidad_promedio_venta,numero_transacciones,numero_productos_unicos,periodo_actividad_dias
0,34560.037540983605,1515.6428457964375,4048.8196721311474,178.28030134858926,22.885245901639344,13.672131147540984,766.0819672131148
1,36785.5631372549,1081.4958548836926,6574.333333333333,199.14617093781928,33.509803921568626,16.627450980392158,801.9019607843137
2,16082.321860465116,839.3849311975432,3224.3720930232557,166.20862327765843,19.511627906976745,12.232558139534884,725.8837209302326
